ts,phase,gpu_mem_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc,rss_gb
1778577825.96,transition,0.000,31.0,52.86,119.64,1.7,0.0,0.00
1778577828.05,transition,0.000,0.0,52.86,119.64,4.2,0.0,0.00
1778577830.09,transition,0.000,0.0,52.86,119.64,1.7,0.0,0.00
1778577832.20,transition,0.000,0.0,52.87,119.64,4.3,0.0,0.00
1778577834.24,transition,0.000,0.0,52.88,119.64,5.1,0.0,0.00
1778577836.28,transition,0.000,0.0,52.87,119.64,1.1,0.0,0.00
1778577838.33,transition,0.000,0.0,52.87,119.64,5.0,0.0,0.00
1778577840.37,transition,0.000,0.0,52.85,119.64,1.3,0.0,0.00
1778577842.47,transition,0.000,0.0,52.85,119.64,4.8,0.0,0.00
1778577844.56,transition,0.000,29.0,52.85,119.64,1.8,0.0,0.00
1778577846.66,transition,0.000,35.0,52.86,119.64,4.9,0.0,0.00
1778577848.70,transition,0.000,96.0,52.86,119.64,4.9,0.0,0.00
1778577850.74,transition,0.000,89.0,52.86,119.64,0.9,0.0,0.00
1778577852.79,transition,0.000,96.0,52.87,119.64,5.1,0.0,0.00
1778577854.83,transition,0.000,9.0,52.87,119.64,1.0,0.0,0.00
1778577856.87,transition,0.000,93.0,52.88,119.64,5.1,0.0,0.00
1778577858.92,transition,0.000,0.0,52.86,119.64,1.0,0.0,0.00
1778577860.96,transition,0.000,0.0,52.87,119.64,0.7,0.0,0.00
1778577863.01,transition,0.000,96.0,52.87,119.64,4.9,0.0,0.00
1778577865.05,transition,0.000,0.0,52.87,119.64,1.4,0.0,0.00
1778577867.09,transition,0.000,96.0,52.88,119.64,5.1,0.0,0.00
1778577869.13,transition,0.000,0.0,52.89,119.64,0.9,0.0,0.00
1778577871.18,transition,0.000,96.0,52.88,119.64,1.4,0.0,0.00
1778577873.29,transition,0.000,0.0,52.87,119.64,4.7,0.0,0.00
1778577875.33,transition,0.000,96.0,52.89,119.64,5.0,0.0,0.00
1778577877.37,transition,0.000,0.0,52.92,119.64,1.2,0.0,0.00
1778577879.41,transition,0.000,0.0,52.89,119.64,4.9,0.0,0.00
1778577881.46,transition,0.000,0.0,52.87,119.64,1.1,0.0,0.00
1778577883.50,transition,0.000,0.0,52.89,119.64,5.1,0.0,0.00
1778577885.54,transition,0.000,0.0,52.89,119.64,1.4,0.0,0.00
1778577887.63,transition,0.000,0.0,52.87,119.64,5.1,0.0,0.00
1778577889.71,transition,0.000,96.0,52.88,119.64,2.0,0.0,0.00
1778577891.79,transition,0.000,75.0,52.89,119.64,4.2,0.0,0.00
1778577893.84,transition,0.000,94.0,52.89,119.64,4.9,0.0,0.00
1778577895.88,transition,0.000,47.0,52.88,119.64,1.0,0.0,0.00
1778577897.93,transition,0.000,95.0,52.87,119.64,4.7,0.0,0.00
1778577899.97,transition,0.000,0.0,52.87,119.64,1.5,0.0,0.00
1778577902.06,transition,0.000,0.0,52.88,119.64,5.0,0.0,0.00
1778577904.13,transition,0.000,0.0,52.87,119.64,1.8,0.0,0.00
1778577906.17,transition,0.000,0.0,52.88,119.64,5.1,0.0,0.00
1778577908.21,transition,0.000,96.0,52.88,119.64,2.2,0.0,0.00
1778577910.31,transition,0.000,0.0,52.88,119.64,4.5,0.0,0.00
1778577912.36,transition,0.000,0.0,52.87,119.64,5.1,0.0,0.00
1778577914.40,transition,0.000,0.0,52.88,119.64,1.2,0.0,0.00
